0.75,0.75,0.0
0.75,1.25,90.0
0.75,1.75,90.0
0.75,2.25,90.0
0.75,2.75,90.0
1.25,2.75,0.0
1.25,3.25,90.0
1.25,3.75,90.0
1.25,4.25,90.0
1.75,4.25,0.0
2.25,4.25,0.0
2.75,4.25,0.0
3.25,4.25,0.0
3.25,4.25,90.0
3.25,3.75,270.0
3.25,3.25,270.0
3.25,2.75,270.0
3.25,2.25,270.0
3.25,1.75,270.0
3.25,1.25,270.0
2.75,1.25,180.0
2.75,0.75,270.0
2.25,0.75,180.0
1.75,0.75,180.0
1.25,0.75,180.0
0.75,0.75,180.0
0.75,0.75,0.0
